date_received,date_occurred,time_occurrence,record_id,incident_id,ia_no,officer_1,officer_2,officer_3,officer_4,officer_5,officer_6,officer_7,officer_8,officer_9
9/26/17,9/23/17,10:03,39542,80-17-077639,80-17-077639,,,,,,,,,
9/24/17,9/24/17,23:47,39529,80-17-077827,80-17-077827,,,,,,,,,
9/24/17,9/24/17,2:02,39816,80-17-077837,80-17-077837,,,,,,,,,
9/25/17,9/25/17,17:03,39587,8017078287,80-17-078287,,,,,,,,,
9/26/17,9/26/17,18:00,39586,8017078625,80-17-078625,,,,,,,,,
9/26/17,9/26/17,22:37,39544,80-17-078679,80-17-078679,,,,,,,,,
9/26/17,9/26/17,23:02,39600,80-17-078690,80-17-078690,,,,,,,,,
9/27/17,9/27/17,15:45,39554,80-17-078884,80-17-078884,,,,,,,,,
9/27/17,9/27/17,22:26,39556,80-17-079037,80-17-079037,,,,,,,,,
9/28/17,9/28/17,1:31,39558,80-17-079059,80-17-079059,,,,,,,,,
9/30/17,9/30/17,16:27,39598,80-17-079838,80-17-079838,,,,,,,,,
9/30/17,9/30/17,16:50,39596,80-17-079855,80-17-079855,,,,,,,,,
10/5/17,9/30/17,23:48,39621,80-17-079931,80-17-079931,,,,,,,,,
10/1/17,10/1/17,1:28,39601,80-17-079945,80-17-079945,,,,,,,,,
10/1/17,10/1/17,16:07,39616,80-17-080063,80-17-080063,,,,,,,,,
10/2/17,10/2/17,2:40,39633,80-17-080174,80-17-080174,,,,,,,,,
10/2/17,10/2/17,16:35,39609,80-17-080385,80-17-080385,,,,,,,,,
10/4/17,10/4/17,8:00,39615,80-17-080866,80-17-080866,,,,,,,,,
10/4/17,10/4/17,11:20,39619,80-17-080934,80-17-080934,,,,,,,,,
10/5/17,10/5/17,12:00,39632,80-17-081264,80-17-081264,,,,,,,,,
10/6/17,10/6/17,9:00,39639,80-17-081516,80-17-081516,,,,,,,,,
10/20/17,10/6/17,21:00,39705,8017081764,80-17-081764,,,,,,,,,
10/7/17,10/7/17,10:32,39652,80-17-081895,80-17-081895,,,,,,,,,
10/7/17,10/7/17,14:26,39636,80-17-081966,80-17-081966,,,,,,,,,
10/9/17,10/9/17,15:29,39661,80-17-082544,80-17-082544,,,,,,,,,
10/11/17,10/11/17,12:10,39671,80-17-083067,80-17-083067,,,,,,,,,
10/11/17,10/11/17,16:41,39670,80-17-083167,80-17-083167,,,,,,,,,
10/12/17,10/12/17,9:48,39673,80-17-083356,80-17-083356,,,,,,,,,
10/12/17,10/12/17,20:14,39657,8017083534,80-17-083534,,,,,,,,,
10/16/17,10/16/17,10:52,39674,80-17-084458,80-17-084458,,,,,,,,,
10/17/17,10/17/17,18:18,39706,80-17-084951,80-17-084951,,,,,,,,,
10/18/17,10/18/17,12:07,39690,80-17-085095,80-17-085095,,,,,,,,,
10/19/17,10/19/17,4:40,39692,80-17-085319,80-17-085319,,,,,,,,,
10/19/17,10/19/17,19:31,39702,80-17-085546,80-17-085546,,,,,,,,,
10/19/17,10/19/17,23:16,39699,80-17-085593,80-17-085593,,,,,,,,,
10/22/17,10/22/17,3:00,39714,80-17-086184,80-17-086184,,,,,,,,,
10/24/17,10/24/17,17:12,39737,80-17-086897,80-17-086897,,,,,,,,,
10/24/17,10/24/17,23:15,39741,80-17-086972,80-17-086972,,,,,,,,,
10/25/17,10/25/17,0:25,39725,80-17-086976,80-17-086976,,,,,,,,,
10/25/17,10/25/17,20:58,39743,80-17-087255,80-17-087255,,,,,,,,,
10/27/17,10/27/17,16:30,39757,80-17-087791,80-17-087791,,,,,,,,,
10/28/17,10/28/17,2:15,39735,80-17-087920,80-17-087920,,,,,,,,,
10/29/17,10/29/17,1:11,39823,80-17-088150,80-17-088150,,,,,,,,,
10/29/17,10/29/17,2:15,39742,80-17-088153,80-17-088153,,,,,,,,,
11/6/17,10/29/17,16:00,39792,80-17-088256,80-17-088256,,,,,,,,,
10/31/17,10/30/17,19:07,39756,80-17-088575,80-17-088575,,,,,,,,,
10/30/17,10/30/17,19:15,39748,8017088578,80-17-088578,,,,,,,,,
11/3/17,10/31/17,13:43,39775,80-17-088764,80-17-088764,,,,,,,,,
10/31/17,10/31/17,23:16,39778,80-17-088878,80-17-088878,,,,,,,,,
11/2/17,11/2/17,12:35,39774,80-17-089362,80-17-089362,,,,,,,,,
11/2/17,11/2/17,20:41,39928,8017089484,80-17-089484,,,,,,,,,
11/4/17,11/4/17,18:05,39788,80-17-090009,80-17-090009,,,,,,,,,
11/5/17,11/5/17,3:58,39783,80-17-090099,80-17-090099,,,,,,,,,
11/14/17,11/8/17,17:29,39836,80-17-090156,80-17-090156,,,,,,,,,
11/5/17,11/5/17,20:16,39790,80-17-090268,80-17-090268,,,,,,,,,
11/7/17,11/7/17,19:08,39806,80-17-090874,80-17-090874,,,,,,,,,
11/14/17,11/8/17,22:35,39838,80-17-091229,80-17-091229,,,,,,,,,
11/10/17,11/10/17,23:35,39817,80-17-091577,80-17-091577,,,,,,,,,
11/13/17,11/13/17,17:14,39834,80-17-092558,80-17-092558,,,,,,,,,
11/14/17,11/14/17,3:16,39835,80-17-092681,80-17-092681,,,,,,,,,
11/15/17,11/15/17,10:41,39862,80-17-093068,80-17-093068,,,,,,,,,
11/16/17,11/15/17,20:50,39843,80-17-093309,80-17-093309,,,,,,,,,
11/17/17,11/17/17,0:47,39845,80-17-093653,80-17-093653,,,,,,,,,
11/17/17,11/17/17,16:00,39914,8017093826,80-17-093826,,,,,,,,,
11/17/17,11/17/17,22:28,39854,80-17-093916,80-17-093916,,,,,,,,,
11/19/17,11/19/17,1:25,39858,80-17-094212,80-17-094212,,,,,,,,,
11/19/17,11/19/17,18:04,39915,80-17-094352,80-17-094352,,,,,,,,,
11/19/17,11/19/17,23:07,39867,80-17-094406,80-17-094406,,,,,,,,,
11/21/17,11/21/17,0:50,39977,80-17-094714,80-17-094714,,,,,,,,,
11/21/17,11/21/17,10:29,39868,80-17-094795,80-17-094795,,,,,,,,,
11/23/17,11/22/17,23:11,39874,80-17-095318,80-17-095318,,,,,,,,,
11/23/17,11/23/17,2:45,39875,80-17-095346,80-17-095346,,,,,,,,,
11/23/17,11/23/17,13:32,39876,80-17-095380,80-17-095380,,,,,,,,,
11/24/17,11/24/17,13:40,39878,80-17-095575,80-17-095575,,,,,,,,,
11/26/17,11/26/17,1:27,41392,80-17-095963,80-17-095963,,,,,,,,,
11/28/17,11/28/17,14:35,40920,80-17-096667,80-17-096667,,,,,,,,,
11/28/17,11/28/17,17:25,39907,80-17-096754,80-17-096754,,,,,,,,,
11/30/17,10/9/17,20:00,39900,80-17-097168,80-17-097168,,,,,,,,,
11/30/17,11/30/17,15:30,39924,80-17-097353,80-17-097353,,,,,,,,,
12/4/17,12/1/17,19:10,39917,80-17-097818,80-17-097818,,,,,,,,,
12/2/17,12/2/17,22:00,39909,80-17-098062,80-17-098062,,,,,,,,,
12/2/17,12/2/17,23:37,39912,8017098073,80-17-098073,,,,,,,,,
12/3/17,12/3/17,3:35,39916,80-17-098105,80-17-098105,,,,,,,,,
12/5/17,12/5/17,16:49,39941,80-17-098910,80-17-098910,,,,,,,,,
12/6/17,12/6/17,14:49,39953,80-17-099154,80-17-099154,,,,,,,,,
12/7/17,12/7/17,23:12,39958,80-17-099583,80-17-099583,,,,,,,,,
12/8/17,12/8/17,11:51,39942,80-17-099704,80-17-099704,,,,,,,,,
12/8/17,12/8/17,13:21,39943,80-17-099763,80-17-099763,,,,,,,,,
12/9/17,12/9/17,16:50,39948,8017100060,80-17-100060,,,,,,,,,
12/10/17,12/9/17,23:06,39950,80-17-100150,80-17-100150,,,,,,,,,
12/11/17,12/11/17,10:10,40217,80-17-100413,80-17-100413,,,,,,,,,
12/11/17,12/11/17,8:57,39954,80-17-100417,80-17-100417,,,,,,,,,
12/12/17,12/12/17,14:49,39971,80-17-100820,80-17-100820,,,,,,,,,
12/12/17,12/12/17,16:35,39993,80-17-100872,80-17-100872,,,,,,,,,
12/13/17,12/13/17,15:51,39976,80-17-101106,80-17-101106,,,,,,,,,
12/15/17,12/15/17,15:30,39991,80-17-101644,80-17-101644,,,,,,,,,
12/17/17,12/17/17,2:45,39994,80-17-102052,80-17-102052,,,,,,,,,
12/17/17,12/17/17,3:08,39995,80-17-102055,80-17-102055,,,,,,,,,
12/19/17,12/19/17,2:05,40003,80-17-102656,80-17-102656,,,,,,,,,
12/19/17,12/19/17,19:30,40005,80-17-102888,80-17-102888,,,,,,,,,
12/19/17,12/19/17,21:29,40006,80-17-102920,80-17-0102920,,,,,,,,,
12/22/17,12/22/17,11:59,40024,80-17-103666,80-17-103666,,,,,,,,,
12/28/17,12/28/17,19:50,40040,80-17-105087,80-17-105087,,,,,,,,,
12/31/17,12/31/17,3:24,40052,80-17-105546,80-17-105546,,,,,,,,,
